ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/MOA美術館/1000.jpg	-48.75,45,80	0,0,1	0,1,0	-1,0,0	15.05579	-17.748	0.2	2	Wooden_thin2	-1:-1	0
2	./Images/MOA美術館/wrk_0_auth.png	-48.75,45,80	0,0,1	0,1,0	-1,0,0	36.23244	-22.7565	0.2	1	Wooden_thin2	-1:-1	1
3	./Images/MOA美術館/1001.jpg	0,45,158	1,0,0	0,1,0	0,0,1	-7.111034	-18	0.2	2	Wooden_thin2	-1:-1	2
4	./Images/MOA美術館/wrk_1_auth.png	0,45,158	1,0,0	0,1,0	0,0,1	13.54709	-18	0.2	1	Wooden_thin2	-1:-1	3
5	./Images/MOA美術館/1002.jpg	48.75,45,80	0,0,-1	0,1,0	1,0,0	-31.88516	-17.874	0.2	2	Wooden_thin2	-1:-1	4
6	./Images/MOA美術館/wrk_2_auth.png	48.75,45,80	0,0,-1	0,1,0	1,0,0	-8.91864	-18.063	0.2	1	Wooden_thin2	-1:-1	5
8	./Images/MOA美術館/1003.jpg	48.75,45,80	0,0,-1	0,1,0	1,0,0	31.23783	-18	0.2	3	Wooden_thin	-1:-1	7
9	./Images/MOA美術館/wrk_3_auth.png	48.75,45,80	0,0,-1	0,1,0	1,0,0	58.86445	-17.9055	0.2	1	Wooden_thin2	-1:-1	8
10	./Images/MOA美術館/title.jpg	-48.75,45,80	0,0,1	0,1,0	-1,0,0	-49.53708	-18.0315	0.2	2	Wooden_thin2	-1:-1	9
