ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
7	./Images/コレクション企画展Ⅲ洋画編「名品選」"/1001.jpg	-29.37733,31.84,52.85209	1,0,0	0,1,0	0,0,1	-2.396036	-4.839998	0.2	1.5	Wooden_thin	3:3	11
8	./Images/コレクション企画展Ⅲ洋画編「名品選」"/1002.jpg	25.90234,31.84,52.35038	1,0,0	0,1,0	0,0,1	-1.817626	-4.619499	0.2	1.6	Wooden_thin	4:3	12
9	./Images/コレクション企画展Ⅲ洋画編「名品選」"/1000.jpg	-87.1156,31.84,52.84237	1,0,0	0,1,0	0,0,1	0.2145385	-4.839998	0.2	1.6	Wooden_thin2	1:3	13
10	./Images/コレクション企画展Ⅲ洋画編「名品選」"/1003.jpg	84.04233,31.84,52.93513	1,0,0	0,1,0	0,0,1	0.5974655	-4.839998	0.2	1.6	Wooden_thin2	5:3	14
11	./Images/コレクション企画展Ⅲ洋画編「名品選」"/wrk_0_auth.png	-87.1156,31.84,52.84237	1,0,0	0,1,0	0,0,1	13.66599	-9.974496	0.2	1	none(caption)	1:3	15
12	./Images/コレクション企画展Ⅲ洋画編「名品選」"/wrk_1_auth.png	-29.37733,31.84,52.85209	1,0,0	0,1,0	0,0,1	10.27424	-9.880001	0.2	1	none(caption)	3:3	16
13	./Images/コレクション企画展Ⅲ洋画編「名品選」"/wrk_2_auth.png	25.90234,31.84,52.35038	1,0,0	0,1,0	0,0,1	12.2921	-9.501997	0.2	1	none(caption)	4:3	17
14	./Images/コレクション企画展Ⅲ洋画編「名品選」"/wrk_3_auth.png	84.04233,31.84,52.93513	1,0,0	0,1,0	0,0,1	15.15109	-9.375994	0.2	1	none(caption)	5:3	18
16	./Images/コレクション企画展Ⅲ洋画編「名品選」"/title.jpg	-108.9309,28.656,24.7526	0,0,1	0,1,0	-1,0,0	-0.03673303	-3.041998	0.2	1.4	none(caption)	2:3	20
